StudentNumber,AgeGroup,HoursStudying,Mark,ExamTime
4019,over 45,4-5,85.41611471509404,145.01043235787085
6408,26-35,2-3,52.14647133949262,106.09434414542409
7491,over 45,2-3,35.7752997695533,138.5435130320372
4095,26-35,4-5,77.22504212537692,78.08757108643579
7124,36-45,4-5,82.43603150952866,131.96942136501852
2471,18-25,4-5,90.35760781076152,148.6345846663092
4114,26-35,2-3,71.22069251026076,69.7262069250338
4452,over 45,2-3,58.13288121350979,128.5739382260587
6590,26-35,4-5,83.47065124548132,154.55850269373144
6609,36-45,1-2,76.90933090692832,145.12821568260216
3417,18-25,1-2,81.57009459806471,130.89293644646048
2717,over 45,2-3,31.076865272959637,142.7640197090807
9312,36-45,1-2,66.27147472333083,167.1710484282347
4025,over 45,2-3,93.35035807167341,172.11160354938764
4280,36-45,1-2,59.853116550567734,100.94692782067469
8004,over 45,4-5,85.21837190573484,133.39845759161622
8362,26-35,1-2,52.49421881925201,104.49904421553985
6108,18-25,2-3,86.68810231235759,178.7119642545323
5356,18-25,2-3,80.90984051563555,84.26746936785814
8916,over 45,1-2,58.50039166084802,97.87767062117192
4448,18-25,2-3,62.52407059662201,113.67148880199994
5811,18-25,4-5,74.35393307312306,150.40694552462816
8679,over 45,4-5,41.79409964374952,152.0237525703599
6247,26-35,2-3,64.74255991703355,95.25413511475848
3886,26-35,1-2,78.68387644028218,140.07248156483655
7710,18-25,1-2,81.58220579221201,96.07702467266023
1366,over 45,4-5,31.027762734947597,164.24728189330398
4531,36-45,1-2,85.91896445517142,122.74354559477268
9947,over 45,1-2,82.51706534190392,143.2503476584945
8661,over 45,1-2,94.84396117342695,130.00882446610453
7136,26-35,1-2,85.2840443841292,75.65158855210271
2035,18-25,2-3,75.55023102066905,90.40235311019502
2884,26-35,4-5,57.041686964300744,64.02141418772064
7247,over 45,4-5,88.49242035008409,163.44595315729694
1070,26-35,1-2,89.37396969409426,96.9097946647549
2477,18-25,2-3,88.59825527122675,152.38000947512106
2911,over 45,2-3,85.18201716000534,80.87343549969366
9592,26-35,4-5,70.38656385972102,178.30892661815702
7914,36-45,2-3,48.66923000621025,91.79890243776178
9524,over 45,1-2,39.251486356830256,76.34603074720937
4895,26-35,4-5,57.3979172865561,141.74936906987557
4736,36-45,1-2,70.14494474839938,88.26928892330255
6436,18-25,2-3,71.46509984214583,159.02570483774815
8731,26-35,4-5,76.83735254023726,151.9229201886013
3375,18-25,2-3,89.84465832378598,75.35487479753161
3333,over 45,1-2,52.1638640611551,159.84900458636957
9387,18-25,1-2,90.20199450136857,142.43281865142913
7324,26-35,4-5,66.842611826277,171.21008636009103
3545,36-45,2-3,57.824687575537276,62.919115977322534
3945,26-35,4-5,67.26706894897939,179.13516164280654
4910,26-35,4-5,70.15213685118587,120.35601761202028
8569,over 45,4-5,39.223045684370064,82.65232100536629
1413,over 45,4-5,32.926643944937595,116.62625224428712
2854,36-45,2-3,55.678746385814605,104.57365366894297
9307,18-25,4-5,67.92643384826991,86.60721589428469
9022,26-35,4-5,78.83442850276926,72.41597952539016
7195,26-35,2-3,76.92687747464657,88.97247732605192
5389,18-25,2-3,81.55416858797878,94.32844881419139
5648,over 45,4-5,58.48027375738478,140.44597371164184
8833,18-25,1-2,70.37041828605152,179.97778033823224
8282,18-25,2-3,89.62787159169014,114.235701794611
5526,18-25,4-5,82.68574756046738,117.98405047227276
8755,36-45,1-2,91.0336157845934,156.45086104118232
8496,18-25,1-2,80.04536075392099,146.9460184968442
2076,18-25,1-2,79.73756998748016,163.71435848952382
9214,18-25,2-3,83.68961310614765,97.98269391452362
2627,18-25,1-2,68.61382094686353,87.61910058225078
9391,18-25,2-3,63.42467986764442,171.3988478656776
4576,18-25,2-3,98.16560094687188,83.70884870353966
8059,over 45,1-2,81.86510480698992,87.91629866463865
7021,26-35,2-3,81.85885503064569,76.3307831453359
6518,26-35,1-2,82.71726390903801,146.58955151970048
8810,36-45,2-3,74.9104037375949,62.31439700696294
5533,18-25,4-5,61.232480458962385,83.10485444500387
3468,26-35,1-2,74.73945877626005,99.52934576359627
3979,26-35,4-5,54.575451635909985,73.92447655070067
9512,36-45,2-3,41.61780516447621,129.44281191526056
5857,18-25,2-3,98.0237995263382,83.50194021148252
9471,36-45,4-5,96.86314891326406,154.98345341219215
9077,18-25,4-5,94.66969559894096,68.91867387175492
9558,36-45,1-2,61.92607997034047,173.125627792445
5438,18-25,4-5,73.67241665327623,147.286956257882
3997,26-35,2-3,57.999328431946466,135.5152849338792
1675,26-35,2-3,69.2004446065217,130.85277042107293
5771,36-45,1-2,98.72989683016178,96.29968719005572
7901,26-35,2-3,67.1878176301005,172.32679619340186
9005,18-25,4-5,97.49709080548351,75.59348154006966
5068,36-45,4-5,43.38727385279486,86.80859247081062
5109,36-45,4-5,84.93444270567852,86.79239374835745
7752,over 45,2-3,45.53895025095491,138.46872521183565
