StudentNumber,AgeGroup,HoursStudying,Mark,ExamTime
1604,18-25,1-2,64.59743116254712,162.17548656861
6126,18-25,2-3,87.65556682353083,91.06880357228732
3497,26-35,4-5,85.84170551585552,164.4700682067866
6821,26-35,1-2,59.18185689835278,142.50112321256037
1439,18-25,4-5,83.53222904714406,119.58976929957663
9655,26-35,4-5,58.54894950777232,143.36649223581432
5666,over 45,2-3,67.12767824349154,104.95930279905065
7474,26-35,4-5,59.46888698555324,96.39568567490409
5654,18-25,2-3,96.48695233971854,132.29900536771572
3025,36-45,2-3,97.33223371740192,148.71754740081633
5583,over 45,1-2,86.21351060468172,74.88411610164506
1546,26-35,2-3,80.00138394525582,67.22872679842223
1699,36-45,2-3,86.20021984819877,127.64185667179817
5423,over 45,2-3,41.752179145382804,135.95549085212696
2059,over 45,1-2,32.99823255640982,172.00234280618952
3162,18-25,4-5,63.02150765624382,122.24882856966065
8911,26-35,1-2,82.04760496456976,112.01268023348223
4773,over 45,1-2,47.02735535790176,65.29416837780902
2592,18-25,2-3,74.1258738730734,74.82899133392038
9700,18-25,1-2,62.042977305891355,148.9082671447518
9685,26-35,4-5,59.19261207087598,167.20184499833178
